단과대학(변경 후),학부(변경 후),전공(변경 후),"전공코드
(학과코드)","전공능력 
번호",전공능력/SPC,"진단문항
번호",전공능력진단문항(MYiCap+),비고,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,6,융복합문제해결(스포츠산업학),1,나는 스포츠 관련 지식에 대해 이해하고 있다. ,,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,6,융복합문제해결(스포츠산업학),2,나는 스포츠 정보를 ICT 기술을 바탕으로 적용할 수 있다. ,,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,6,융복합문제해결(스포츠산업학),3,나는 스포츠 정보를 ICT 기술을 바탕으로 활용할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,7,스포츠환경변화대응(스포츠산업학),1,나는 스포츠 관련 기술과 환경 변화에 대해 이해할 수 있다. ,,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,7,스포츠환경변화대응(스포츠산업학),2,나는 변화하는 환경에 따른 자기개발의 필요성을 인식할 수 있다. ,,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,7,스포츠환경변화대응(스포츠산업학),3,나는 지속적이고 자기 주도적으로 학습할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,8,진로설계(스포츠학부공통),1,"나는 다양한 스포츠종목 및 실기, 교직 과목 등을 통해 스포츠 관련 분야의 진로를 이해할 수 있다.",,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,8,진로설계(스포츠학부공통),2,"나는 다양한 스포츠종목 및 실기, 교직 과목 등을 통해 스포츠 분야의 진로를 선택할 수 있다.",,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,8,진로설계(스포츠학부공통),3,"나는 다양한 스포츠종목 및 실기, 교직 과목 등을 통해 스포츠 분야의 진로를 체계적으로 준비할 수 있다.",,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,9,신체건강이해(체육학),1,나는 신체와 건강에 대해서 기본적 것을 이해할 수 있다,,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,9,신체건강이해(체육학),2,나는 스포츠활동에 있어서 신체와 건강에 대해 이해할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,"체육학전공, 스포츠산업학전공",17621,9,신체건강이해(체육학),3,나는 스포츠활동에 있어서 신체와 건강에 대해 판단할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,1,스포츠지도,1,나는 전문적인 스포츠 이론을 이해할 수 있다. ,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,1,스포츠지도,2,나는 전문적인 스포츠 실기를 적용할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,1,스포츠지도,3,나는 전문적인 스포츠 이론과 실기를 지도할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,2,운동측정평가,1,나는 지도 대상의 운동능력 측정의 준거를 이해하고 있다.,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,2,운동측정평가,2,나는 지도 대상의 운동능력을 정확히 측정할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,2,운동측정평가,3,나는 지도 대상의 운동능력을 준거에 따라 평가할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,3,경기운영,1,나는 경기진행 중에 발생되는 일련의 상황에 대해 이해하고 있다.,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,3,경기운영,2,"나는 정확한 판정을 위해 경기규정 준수 여부, 반칙, 득점 여부를 적용할 수 있다.",,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,3,경기운영,3,"나는 정확한 판정을 통해 경기규정 준수 여부, 반칙, 득점 여부를 가를 수 있다.",,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,4,신체건강이해,1,나는 신체와 건강에 대해서 기본적인 것을 이해할 수 있다,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,4,신체건강이해,2,나는 스포츠활동에 있어서 신체와 건강에 대해 이해할 수 있다.,,,,,,,
스포츠예술대학,스포츠학부,스포츠지도학전공,17622,4,신체건강이해,3,나는 스포츠활동에 있어서 신체와 건강에 대해 판단할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,1,실기능력,1,나는 연주력 향상을 위한 기본 테크닉과 악곡의 표현을 익힌다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,1,실기능력,2,나는 매학기 과제곡에 다양한 기교와 음악적 표현력을 적용한다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,1,실기능력,3,나는 다양한 곡들에서 음악적 완성도를 높힌다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,2,이론이해,1,"나는 악곡의 기본이 되는 구조, 화성, 청음 능력을 익힌다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,2,이론이해,2,나는 음악적 이론 지식을 바탕으로 악곡의 이해를 높힌다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,2,이론이해,3,나는 매학기 과제곡에 배운 음악 이론을 적용할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,3,개성표현,1,나는 나만의 능력과 개성을 청중에게 자연스럽게 전달한다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,3,개성표현,2,나는 무대 위에서 자신을 조절하면서 청중과 교감한다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,3,개성표현,3,나는 전문 연주자가 되기 위한 능력을 함양한다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,4,소통능력,1,"나는 연주자로서, 교육자로서 협력하고 배려하는 법을 배운다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,4,소통능력,2,나는 상대 연주자와의 호흡을 맞추고 청중들과도 교감할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,4,소통능력,3,나는 다양한 앙상블 연주와 학생들 지도에 적용한다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,5,음악 기초 이해 능력(아트앤멀티미디어학부 공통),1,"나는 음정, 음계, 화음, 리듬 등 기본적인 음악 이론과 음악사 등을 이해할 수 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,5,음악 기초 이해 능력(아트앤멀티미디어학부 공통),2,나는 청음 능력과 시창 능력을 기반으로 악보 및 음악을 이해할 수 있다. ,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,5,음악 기초 이해 능력(아트앤멀티미디어학부 공통),3,"나는 음정, 리듬, 화음 등을 활용해 노래할 수 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,6,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),1,나는 음악을 통해 다양한 감정을 표현하고 전달하는 것을 이해할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,6,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),2,나는 악보나 음악을 자신만의 방식으로 해석할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,건반음악전공,17631,6,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),3,나는 음악을 해석하고 예술적 감성으로 표현할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,1,전공 이론 이해 능력,1,나는 내가 실습할 곡에 대해 음악 이론과 음악사적인 이론을 이해하고 있다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,1,전공 이론 이해 능력,2,나는 다양한 악곡에 대한 이론을 이해하며 분석할 수 있다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,1,전공 이론 이해 능력,3,나는 다양한 스타일의 곡에 대한 이론을 활용하여 연주에 활용할 수 있다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,2,전공 실기 이해 능력,1,나는 다양한 음악 스타일을 이해하며 효과적이고  바른 발성법을 이해한다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,2,전공 실기 이해 능력,2,나는 다양한 음악 스타일을 이해하며 효과적이고 바른 발성법을 구현하여 노래할 수 있다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,2,전공 실기 이해 능력,3,나는 올바른 발성법을 이해하며 다양한 음악 스타일에 맞게 연주할 수 있다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,3,개성과 창의성 ,1,나는 음악에 대한 전반적인 이론을 분석하며 나만의 방법으로 곡을 이해할 수 있다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,3,개성과 창의성 ,2,나는 음악에 대한 개인적이면서도 창의적인 방법을 적용하여 음악을 해석할 수 있다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,3,개성과 창의성 ,3,나는 나만의 개성과 창의성이 나타나도록 연주하며 표현할 수 있다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,4,리더쉽과 협업 능력 ,1,나는 공연 연주자로서 또는 기획자로서 리더쉽을 발휘하며 관객들과 또는 연주자나 스탭들과 소통해야하는 것을 이해한다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,4,리더쉽과 협업 능력 ,2,나는 관객들과 또 함께하는 연주자들과 소통하며 협업하는 것을 이해한다. ,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,4,리더쉽과 협업 능력 ,3,"나는 다양한 스타일을 가진 연주자들과 함께 합창, 앙상블을 공연할 수 있고 리더쉽과 협업을 이해하며 관객들과 효과적으로 소통하면서 연주할 수 있다.",전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,5,음악 기초 이해 능력(아트앤멀티미디어학부 공통),1,"나는 음정, 음계, 화음, 리듬 등 기본적인 음악 이론과 음악사 등을 이해할 수 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,5,음악 기초 이해 능력(아트앤멀티미디어학부 공통),2,나는 청음 능력과 시창 능력을 기반으로 악보 및 음악을 이해할 수 있다. ,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,5,음악 기초 이해 능력(아트앤멀티미디어학부 공통),3,"나는 음정, 리듬, 화음 등을 활용해 노래할 수 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,6,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),1,나는 음악을 통해 다양한 감정을 표현하고 전달하는 것을 이해할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,6,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),2,나는 악보나 음악을 자신만의 방식으로 해석할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,보컬뮤직전공,17632,6,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),3,나는 음악을 해석하고 예술적 감성으로 표현할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,1,전공실기,1,나는 다양한 편성 작품의 작곡 및 편곡에 대해 이해하고 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,1,전공실기,2,나는 다양한 편성 작품의 작곡 및 편곡에 대해 분석할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,1,전공실기,3,나는 다양한 편성 작품의 작곡 및 편곡에 대해 수행할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,2,이론해석,1,나는 음악이론에 관련된 자료를 이해할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,2,이론해석,2,나는 음악이론에 관련된 자료를 분석할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,2,이론해석,3,나는 실제적인 작품 작곡에 활용할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,3,창의적개발,1,나는 새로운 음악이론을 이해할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,3,창의적개발,2,나는 새로운 음악이론을 분석할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,3,창의적개발,3,나는 새로운 음악이론을 바탕으로 독창적인 작품을 작곡할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,4,ICT활용,1,"나는 음악표현을 위한 다양한 매체(컴퓨터, SW, 전자기기 등)에 대해 이해하고 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,4,ICT활용,2,"나는 음악표현을 위한 다양한 매체(컴퓨터, SW, 전자기기 등)를 적용할 수 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,4,ICT활용,3,"나는 음악표현을 위한 다양한 매체(컴퓨터, SW, 전자기기 등)를 활용할 수 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,5,협업,1,나는 공동제적인 작업의 필요성에 대해 이해할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,5,협업,2,나는 공동제적인 작업을 수행할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,5,협업,3,나는 공동제적인 작업을 통해 성공적인 대안을 만들 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,6,음악 기초 이해 능력(아트앤멀티미디어학부 공통),1,"나는 음정, 음계, 화음, 리듬 등 기본적인 음악 이론과 음악사 등을 이해할 수 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,6,음악 기초 이해 능력(아트앤멀티미디어학부 공통),2,나는 청음 능력과 시창 능력을 기반으로 악보 및 음악을 이해할 수 있다. ,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,6,음악 기초 이해 능력(아트앤멀티미디어학부 공통),3,"나는 음정, 리듬, 화음 등을 활용해 노래할 수 있다.",,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,7,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),1,나는 음악을 통해 다양한 감정을 표현하고 전달하는 것을 이해할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,7,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),2,나는 악보나 음악을 자신만의 방식으로 해석할 수 있다.,,,,,,,
스포츠예술대학,아트앤멀티미디어음악학부,작곡전공,17633,7,음악적 표현력 및 감수성 능력(아트앤멀티미디어학부 공통),3,나는 음악을 해석하고 예술적 감성으로 표현할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,1,영화이론탐구,1,나는 영화 제작 지식을 바탕으로 영화 제작에 필요한 기술적·예술적 활동을 이론적으로 설명할 수 있다. ,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,1,영화이론탐구,2,나는 영화·영상 이론을 기반으로 제작을 위한 기초적 작업에 활용할 수 있다. ,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,1,영화이론탐구,3,"나는 영화 역사, 트렌드를 분석하여 영화의 발전과 경향을 설명할 수 있다. ",,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,2,영화제작기술,1,"나는 영화 제작에 필요한 영상촬영, 조명구성, 음향제작, 영상그래팩 작업, 영상편집, 영상미술을 기획할 수 있다. ",,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,2,영화제작기술,2,나는 기획의도에 맞게 장면을 분석하여 이를 구현하고 기술적 성과를 창출할 수 있다. ,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,2,영화제작기술,3,나는 다른 기술 분야와 협업을 통하여 콘텐츠를 제작할 수 있다. ,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,3,연기 및 표현,1,나는 주어진 대본에서 다양한 감정을 효과적으로 표현할 수 있다.,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,3,연기 및 표현,2,나는 연기 및 제작 실습을 통해 현장 중심의 경험을 쌓고 실무 적응력을 키울 수 있다.,전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,3,연기 및 표현,3,"나는 감정 표현, 신체 움직임, 카메라 연기를 중심으로 한 실습을 통해 배우로서의 역량을 강화할 수 있다. ",전공능력명 및 진단문항 수정,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,4,영화창의융복합,1,나는 영화 서사학의 기본 이론을 바탕으로 영화를 학문적 연구 방법을 설명할 수 있다. ,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,4,영화창의융복합,2,나는 영화 평론 이론에 대한 전문성을 바탕으로 영화평론을 작성할 수 있다. ,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,4,영화창의융복합,3,나는 영화 제작의 과정에서 기술적·예술적 자체 평가를 통해 문제를 발견하고 작품의 수준을 향상할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,5,예술적 감각 능력(공연예술학부 공통),1,나는 다양한 예술 분야에서의 예술적 감각을 감지 및 이해할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,5,예술적 감각 능력(공연예술학부 공통),2,나는 아름다운 것을 감지하고 이를 표현할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,5,예술적 감각 능력(공연예술학부 공통),3,나는 예술적 감각을 바탕으로 자신만의 독창적 아이디어를 바탕으로 예술 작품을 창조할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,6,스토리텔링 능력(공연예술학부 공통),1,"나는 이야기, 상황, 캐릭터 등을 이해하여 주어진 대본이나 시나리오를 이해할 수 있다. ",,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,6,스토리텔링 능력(공연예술학부 공통),2,"나는 이야기, 상황, 캐릭터를 분석하여 스토리텔링할 수 있다.",,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,6,스토리텔링 능력(공연예술학부 공통),3,"나는 이야기, 상황, 캐릭터 분석으로 스토리텔링한 것을 바탕으로 대본이나 시나리오를 작성할 수 있다.",,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,7,예술적 협업과 소통 능력(공연예술학부 공통),1,나는 다양한 스태프와 협력하고 소통해야 하는 필요성을 이해할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,7,예술적 협업과 소통 능력(공연예술학부 공통),2,나는 작품을 위해 스태프와 협력 및 의사소통할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,연극·영화전공,17641,7,예술적 협업과 소통 능력(공연예술학부 공통),3,나는 스태프와의 협력을 통해 예술적 작품을 완성할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,1,공연예술이해,1,나는 뮤지컬 배우로 활동하는데 필요한 음악의 이론적 지식을 설명할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,1,공연예술이해,2,나는 다양한 뮤지컬 음악의 발전사를 이해하고 뮤지컬의 장르적 특성에 대해 분명하게 설명할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,1,공연예술이해,3,나는 다양한 희곡들을 읽고 분석하여 이를 자신의 연기에 적용할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,2,뮤지컬수행,1,나는 기본적인 음악에 대한 이해를 바탕으로 시창과 청음을 통해 뮤지컬을 잘 수행할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,2,뮤지컬수행,2,나는 연기의 기초적인 부분을 학습하고 자신만의 호흡법을 발달시키며 연기력을 향상시킬 수 있다. ,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,2,뮤지컬수행,3,나는 무용 기본기를 익히고 학습하며 다양한 몸의 움직임을 만들며 유명 뮤지컬의 댄스를 습득하며 뮤지컬 연기에 맞는 동작을 분석할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,3,뮤지컬융합,1,"나는 뮤지컬 공연을 기획하고 제작하는 과정을 통해 배우, 연출, 제작자 등 각자의 역할에서 공연 제작의 전 과정을 실습하며 이해할 수 있다.",,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,3,뮤지컬융합,2,나는 서구 및 한국 창작 뮤지컬 작품들의 내용과 음악을 숙지하고 개인 및 그룹별 레파토리를 확장해나갈 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,3,뮤지컬융합,3,"나는 음 익히기, 호흡 맞추기 등을 학습하며 다른 배우들과 서로 화합할 수 있다.",,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,4,뮤지컬현장적용,1,나는 시뮬레이션을 통해 오디션 현장 상황을 이해할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,4,뮤지컬현장적용,2,"나는 작품 오디션에 임할 춤, 노래, 연기를 수행할 수 있다.",,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,4,뮤지컬현장적용,3,나는 공연 기획에 대해 서로 의견을 주고받으며 전반적인 과정에 대해 설명할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,5,예술적 감각 능력(공연예술학부 공통),1,나는 다양한 예술 분야에서의 예술적 감각을 감지 및 이해할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,5,예술적 감각 능력(공연예술학부 공통),2,나는 아름다운 것을 감지하고 이를 표현할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,5,예술적 감각 능력(공연예술학부 공통),3,나는 예술적 감각을 바탕으로 자신만의 독창적 아이디어를 바탕으로 예술 작품을 창조할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,6,스토리텔링 능력(공연예술학부 공통),1,"나는 이야기, 상황, 캐릭터 등을 이해하여 주어진 대본이나 시나리오를 이해할 수 있다. ",,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,6,스토리텔링 능력(공연예술학부 공통),2,"나는 이야기, 상황, 캐릭터를 분석하여 스토리텔링할 수 있다.",,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,6,스토리텔링 능력(공연예술학부 공통),3,"나는 이야기, 상황, 캐릭터 분석으로 스토리텔링한 것을 바탕으로 대본이나 시나리오를 작성할 수 있다.",,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,7,예술적 협업과 소통 능력(공연예술학부 공통),1,나는 다양한 스태프와 협력하고 소통해야 하는 필요성을 이해할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,7,예술적 협업과 소통 능력(공연예술학부 공통),2,나는 작품을 위해 스태프와 협력 및 의사소통할 수 있다.,,,,,,,
스포츠예술대학,공연예술학부,뮤지컬공연전공,17642,7,예술적 협업과 소통 능력(공연예술학부 공통),3,나는 스태프와의 협력을 통해 예술적 작품을 완성할 수 있다.,,,,,,,
예술체육대학,,바둑학과,17609,1,바둑이론탐구,1,"나는 바둑학의 토대를 바탕으로 바둑문화학, 바둑기술학, 바둑실용학을 체계적으로 설명할 수 있다.",,,,,,,
예술체육대학,,바둑학과,17609,1,바둑이론탐구,2,나는 바둑의 전문적 기술을 학문적으로 연구하기 위한 연구 방법을 이론적으로 비교할 수 있다.,,,,,,,
예술체육대학,,바둑학과,17609,1,바둑이론탐구,3,나는 바둑의 역사를 통해 바둑 양식과 사회적 의미를 분석하여 현대 바둑의 의의를 설명할 수 있다.,,,,,,,
예술체육대학,,바둑학과,17609,2,바둑스포츠응용,1,나는 바둑스포츠에 대한 지식과 기술을 바탕으로 경기력을 향상할 수 있다. ,,,,,,,
예술체육대학,,바둑학과,17609,2,바둑스포츠응용,2,나는 바둑스포츠 경기력에 영향을 미치는 정신적 요소들을 분석하고 설명할 수 있다.,,,,,,,
예술체육대학,,바둑학과,17609,2,바둑스포츠응용,3,나는 훈련된 바둑스포츠 경기력을 바탕으로 실제적인 경기에서 승부를 겨룰 수 있다. ,,,,,,,
예술체육대학,,바둑학과,17609,3,바둑경기지도,1,나는 바둑 학습법 및 교수법을 연구하여 학습자에게 교수할 수 있다.,,,,,,,
예술체육대학,,바둑학과,17609,3,바둑경기지도,2,나는 학생 개인의 요구에 부응하는 바둑 교육 프로그램을 개발할 수 있다.,,,,,,,
예술체육대학,,바둑학과,17609,3,바둑경기지도,3,나는 바둑 경기를 진행 및 관찰한 후 경기력 향상을 지도할 수 있다. ,,,,,,,
예술체육대학,,바둑학과,17609,4,바둑스포츠현장적용,1,나는 바둑 스토리를 재해석해 오늘날 콘텐츠 생산에 활용할 수 있다.,,,,,,,
예술체육대학,,바둑학과,17609,4,바둑스포츠현장적용,2,나는 IT 기술을 활용하여 바둑 서비스 소프트웨어 개발 방법을 설명할 수 있다.,,,,,,,
예술체육대학,,바둑학과,17609,4,바둑스포츠현장적용,3,나는 바둑을 널리 알리기 위해 바둑 기술과 현상외국어로 표현하며 바둑대회 및 행사 계획을 수립할 수 있다.,,,,,,,
자연과학대학,,수학과,15809,1,수학적기초이해,1,"나는 실수의 성질, 엡실론 델타논법을 이용한 극한과 연속함수의 성질을 설명할 수 있다.",,,,,,,
자연과학대학,,수학과,15809,1,수학적기초이해,2,"나는 집합과 연산, 관계와 사상, 수학적 귀납법, 선형대수학의 기본 내용과 정수론의 기초적인 내용을 통해 문제를 풀이할 수 있다.",,,,,,,
자연과학대학,,수학과,15809,1,수학적기초이해,3,"나는 유클리드 기하와, 비유클리드기하의 이해를 통해 현대기하학의 기초적인 개념을 설명할 수 있다.",,,,,,,
자연과학대학,,수학과,15809,2,수학적문제해결,1,나는 다변수함수 및 벡터함수의 미적분학의 연구를 통해 문제해결을 할 수 있다.,,,,,,,
자연과학대학,,수학과,15809,2,수학적문제해결,2,"나는 군의 개념과 환의 개념, 위상공간에 대한 개념을 설명하고 관련된 문제 풀이를 할 수 있다.",,,,,,,
